ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0007010	cytoskeleton organization	81/1077	258/5321	9.50383342379498e-06	0.000475719661935515	0.000404329755310576	PCL1/CIK1/CIN8/SPA2/RVS161/GIC2/IPL1/GIN4/MPS2/HCM1/CLB2/MYO2/SKP1/RHO4/CLB5/SWE1/CBK1/SPC72/BEM4/BIR1/BUD4/DAD2/SPC110/CDC31/NUM1/RHO3/KEL1/MLC1/FMP45/IQG1/KIP2/ASE1/KAR9/KAR3/RHO2/CTF13/LSB3/BAS1/AIM7/STT4/KAR1/GRX3/STE20/ABP140/PIN3/NDC1/NUF2/CDC12/SCD5/CHS2/CEP3/SPC25/SPC42/DYN1/SPC29/DAD3/CDC10/CDC37/HSP42/CDC14/CNM67/EFB1/BUB2/NIP100/PAC11/CLB4/CDC28/SAC7/SHS1/SHE1/ACF2/ELM1/PAN1/BEM3/VHS2/DMA2/VRP1/AIM3/SFK1/NAT3/LAS17	81
BP	GO:0045333	cellular respiration	41/1077	107/5321	1.04635169126438e-05	0.000509601553421193	0.000433127086995639	ETR1/CIT3/ICL1/QCR8/COX7/SDH4/COX8/IDP2/COX9/MDH3/SDH2/SDH1/MAS1/CIT1/SHH3/HAP1/QCR9/COX19/COX5A/COX13/JAC1/MAM33/MLS1/COX4/NDI1/COX10/COX6/MDH2/IDP1/QCR7/FUM1/COX5B/KGD1/YMR31/COX11/RIP1/COQ10/QCR6/KGD2/LSC1/MDH1	41
BP	GO:1990542	mitochondrial transmembrane transport	27/1077	60/5321	1.16437112576604e-05	0.000552157044376424	0.000469296395564984	HSP60/HSP10/TIM8/MGR2/AFG3/TIM13/TOM6/TOM7/YTA12/COX4/TIM9/TOM22/SSC1/OXA1/HEM25/HOT13/CTP1/YMC1/TOM40/MIA40/YIA6/YHM2/PAM16/TIM50/TIM17/MRS4/PAM18	27
BP	GO:0006066	alcohol metabolic process	38/1077	97/5321	1.20844806507691e-05	0.00055836497776118	0.000474572721912796	ERG2/GUT2/ERG6/DAP1/ERG24/YAT2/YAT1/BDH1/ERG10/GPD2/YIG1/SRT1/NCP1/ADH1/ARO10/NUS1/ALD6/ERG1/SWI3/OPI10/ERG3/ADR1/RER2/GUT1/ERG25/ERG13/ADH6/HMG1/ERG26/ADH2/ARE2/ADH3/PDC1/ERG27/ERG7/MCR1/UPC2/UME6	38
BP	GO:0006302	double-strand break repair	48/1077	133/5321	1.2825359284651e-05	0.000577782435773527	0.000491076256820189	FUN30/MCD1/SGS1/SMC1/DNA2/SIN3/RIF1/CTF4/MCM4/RFA3/MUS81/RAD52/POL1/SLD2/PIF1/DMC1/PRI2/MCK1/HST4/CDC45/TEL1/MCM2/DPB11/RAD5/TAH11/MCM7/RAD54/ELG1/CSM2/RTT109/SMC5/YKU80/POL32/SAE3/FYV6/PSF1/RSC8/SMC3/NUP145/SPO11/SLD3/CDC28/TDP1/RAD57/CDC7/RAD1/CTF18/SHU1	48
BP	GO:0006635	fatty acid beta-oxidation	11/1077	15/5321	1.3594880170427e-05	0.000597511562612424	0.000507844689293228	MDH3/EHD3/ERG10/FOX2/ECI1/POT1/POX1/AIM45/TES1/ADR1/ANT1	11
BP	GO:0006119	oxidative phosphorylation	20/1077	39/5321	1.48195181351193e-05	0.000635827897130594	0.000540410999664124	QCR8/COX7/SDH4/COX8/COX9/SDH1/MAS1/SHH3/QCR9/COX5A/COX13/COX12/COX4/NDI1/COX6/QCR7/COX5B/GSM1/RIP1/QCR6	20
BP	GO:1901617	organic hydroxy compound biosynthetic process	34/1077	84/5321	1.52830598739489e-05	0.000640466834717579	0.000544353784983981	ERG2/RKI1/ERG6/DAP1/ERG24/MVD1/BDH1/ERG10/YIG1/SRT1/BUD16/NCP1/ADH1/ARO10/NUS1/ERG1/ERG3/CYB5/RER2/ERG25/ERG13/IDI1/HMG1/ERG26/ADH2/ADH3/PDR16/PDC1/ERG27/ERG7/SNO3/MCR1/UPC2/UME6	34
BP	GO:0032787	monocarboxylic acid metabolic process	62/1077	187/5321	1.70990117386665e-05	0.000700282253479024	0.000595192872721526	ICL2/PDH1/PEX11/GCR1/ETR1/CIT3/ICL1/GLK1/ISA1/CAT2/IAH1/IDP2/MDH3/PYC2/YAT2/CRC1/GPM1/YAT1/EHD3/ACS1/ERG10/ACH1/ISA2/FOX2/ECI1/SCS7/XBP1/POT1/UGA2/SWI4/SPE3/ADH1/ARO10/FAA2/ALD6/POX1/AIM45/ACP1/MLS1/SPE1/HST4/TES1/ADR1/LPD1/FMS1/IDP1/ABZ1/ASP1/PPT2/ANT1/LEU2/PDC1/SWI6/GLO4/PDX1/PFK27/ACC1/ALD2/CEM1/SPS19/LAT1/BIO2	62
BP	GO:0009123	nucleoside monophosphate metabolic process	51/1077	146/5321	1.9684440902848e-05	0.000788252500154048	0.000669961672833776	GCR1/GLK1/QCR8/COX7/SDH4/COX8/ATP4/ATP3/ATP1/ATP18/URA3/COX9/SDH1/ATP16/MAS1/SHH3/GPM1/QCR9/COX5A/COX13/IMD3/CDC21/ADH1/ADE6/FCY1/DCD1/ADE1/COX12/TDA10/COX4/ATP2/NDI1/TIM11/ATP19/ATP20/COX6/ATP14/DUT1/QCR7/GUK1/COX5B/GSM1/PDC1/RIP1/QCR6/ADE4/PFK27/GUA1/ADE13/PRS5/XPT1	51
BP	GO:0006839	mitochondrial transport	40/1077	106/5321	2.04671491489349e-05	0.000801778321008275	0.000681457711938221	HSP60/MAS1/CRC1/HSP10/TIM8/SAL1/LEU5/MGR2/AFG3/TIM13/TOM6/TOM7/YTA12/SFC1/COX4/TIM9/MMM1/MAS2/GGC1/TOM22/OM14/SSC1/UGO1/OXA1/HEM25/HOT13/TOM5/CTP1/YMC1/TOM40/MIA40/YIA6/ANT1/YHM2/PAM16/TIM50/TIM17/PET8/MRS4/PAM18	40
BP	GO:1901137	carbohydrate derivative biosynthetic process	82/1077	267/5321	2.09510278178827e-05	0.000803271321868608	0.000682726662374452	RNR1/GCR1/GLK1/GFA1/CDC8/ATP4/ATP3/ATP1/ATP18/MNN10/URA3/ATP16/GPM1/ACS1/MNN9/RNR2/IMD3/PMI40/CDC21/SEC53/SRT1/NUS1/ADE6/FCY1/ANP1/ACP1/DCD1/ADE1/PMT7/TDA10/COX4/GPI12/ATP2/MCD4/TIM11/ATP19/MNN11/MNN1/PCM1/RER2/CHS3/GUT1/ATP20/CAB3/SKT5/ATP14/DUT1/YEH2/CHS7/BNI4/GUK1/PLP1/MNS1/OST3/CHS2/CWH41/GPI17/ALG11/SPT14/KTR3/GDA1/CAX4/GPI13/BMH2/PDX1/OST1/GPI1/ADE4/PFK27/ACC1/HOC1/OST2/CRZ1/PER1/SHB17/GUA1/VAN1/ADE13/PRS5/WBP1/LAT1/XPT1	82
BP	GO:0046165	alcohol biosynthetic process	27/1077	62/5321	2.42894310111957e-05	0.000911865722545306	0.000775024607923022	ERG2/ERG6/DAP1/ERG24/BDH1/ERG10/YIG1/SRT1/NCP1/ADH1/ARO10/NUS1/ERG1/ERG3/RER2/ERG25/ERG13/HMG1/ERG26/ADH2/ADH3/PDC1/ERG27/ERG7/MCR1/UPC2/UME6	27
BP	GO:0000070	mitotic sister chromatid segregation	48/1077	136/5321	2.53263342686472e-05	0.000931388864328616	0.000791617966936233	MCD1/SGS1/SMC1/CIK1/CIN8/SGO1/IPL1/CTF4/CDC20/CLB2/SPC72/BIR1/DAD2/SPC110/DCC1/MCK1/ASE1/KAR9/KAR3/GAC1/IRR1/MRC1/BFA1/TOP3/MTW1/POL30/CDC23/BUB1/YPI1/ELG1/BRN1/APC1/CEP3/DYN1/TUB2/DSN1/DAD3/CDC14/SMC3/BUB2/TOF1/CTF8/CDC28/SHE1/CTF18/DMA2/SDS23/BUD2	48
BP	GO:0015980	energy derivation by oxidation of organic compounds	54/1077	159/5321	2.81139675626702e-05	0.00101322739095863	0.000861175216919688	ETR1/CIT3/ICL1/QCR8/COX7/SDH4/COX8/IDP2/GIP2/COX9/MDH3/SDH2/SDH1/MAS1/CIT1/SHH3/HAP1/ACS1/QCR9/COX19/COX5A/COX13/JAC1/CSF1/ADH1/MAM33/MLS1/COX4/NDI1/ATF1/GAC1/COX10/COX6/MDH2/IDP1/QCR7/YPI1/FUM1/COX5B/KGD1/YMR31/COX11/ADH3/RGI1/PGM2/PDC1/RIP1/COQ10/QCR6/BMH2/KGD2/CDC28/LSC1/MDH1	54
BP	GO:0000727	double-strand break repair via break-induced replication	15/1077	26/5321	2.87737091871281e-05	0.00101667105794519	0.00086410210252366	CTF4/MCM4/MUS81/RAD52/SLD2/PIF1/CDC45/MCM2/DPB11/TAH11/MCM7/POL32/PSF1/SLD3/CDC7	15
BP	GO:0000725	recombinational repair	33/1077	83/5321	3.15204277083488e-05	0.00109230405250855	0.000928385067118372	MCD1/SGS1/CTF4/MCM4/RFA3/MUS81/RAD52/SLD2/PIF1/DMC1/HST4/CDC45/MCM2/DPB11/TAH11/MCM7/RAD54/ELG1/CSM2/RTT109/SMC5/YKU80/POL32/SAE3/PSF1/SMC3/SLD3/CDC28/RAD57/CDC7/RAD1/CTF18/SHU1	33
BP	GO:1902653	secondary alcohol biosynthetic process	17/1077	32/5321	3.61667990605115e-05	0.00121513523740379	0.00103278332287079	ERG2/ERG6/DAP1/ERG24/BDH1/ERG10/NCP1/ERG1/ERG3/ERG25/ERG13/HMG1/ERG26/ERG27/ERG7/MCR1/UPC2	17
BP	GO:0017004	cytochrome complex assembly	18/1077	35/5321	3.78882265014333e-05	0.00121513523740379	0.00103278332287079	SHY1/COX14/SCO1/COA3/PET191/QCR9/COA1/COX19/RCF1/PET100/COA2/COX12/CMC1/COX17/RCF2/QCR7/PET117/COX16	18
BP	GO:1902652	secondary alcohol metabolic process	18/1077	35/5321	3.78882265014333e-05	0.00121513523740379	0.00103278332287079	ERG2/ERG6/DAP1/ERG24/BDH1/ERG10/NCP1/ERG1/ERG3/ERG25/ERG13/HMG1/ERG26/ARE2/ERG27/ERG7/MCR1/UPC2	18
BP	GO:0016126	sterol biosynthetic process	20/1077	41/5321	3.81395398888302e-05	0.00121513523740379	0.00103278332287079	ERG2/ERG6/DAP1/ERG24/MVD1/ERG10/NCP1/ERG1/ERG3/CYB5/ERG25/ERG13/IDI1/HMG1/ERG26/PDR16/ERG27/ERG7/MCR1/UPC2	20
BP	GO:0006753	nucleoside phosphate metabolic process	79/1077	259/5321	3.89225237610151e-05	0.00121513523740379	0.00103278332287079	RNR1/GCR1/GUT2/GLK1/QCR8/RKI1/COX7/SDH4/COX8/CDC8/ATP4/ATP3/ATP1/ATP18/URA3/COX9/MDH3/SDH1/ATP16/MAS1/CIT1/SHH3/GPM1/ACS1/QCR9/RAD53/MVD1/RNR2/ACH1/COX5A/GPD2/COX13/IMD3/CDC21/ADH1/ALD6/ADE6/ADK2/FCY1/DCD1/ADE1/COX12/TDA10/COX4/ATP2/NDI1/TES1/PCD1/TIM11/ATP19/SCT1/ATP20/CAB3/COX6/ATP14/DUT1/QCR7/HMG1/GUK1/ADH2/COX5B/ADH3/GSM1/PDC1/RIP1/QCR6/PDX1/KGD2/PNP1/ADE4/PFK27/ACC1/LSC1/GUA1/SOL3/ADE13/PRS5/LAT1/XPT1	79
BP	GO:0009117	nucleotide metabolic process	78/1077	255/5321	3.91109010929077e-05	0.00121513523740379	0.00103278332287079	RNR1/GCR1/GUT2/GLK1/QCR8/RKI1/COX7/SDH4/COX8/CDC8/ATP4/ATP3/ATP1/ATP18/URA3/COX9/MDH3/SDH1/ATP16/MAS1/CIT1/SHH3/GPM1/ACS1/QCR9/MVD1/RNR2/ACH1/COX5A/GPD2/COX13/IMD3/CDC21/ADH1/ALD6/ADE6/ADK2/FCY1/DCD1/ADE1/COX12/TDA10/COX4/ATP2/NDI1/TES1/PCD1/TIM11/ATP19/SCT1/ATP20/CAB3/COX6/ATP14/DUT1/QCR7/HMG1/GUK1/ADH2/COX5B/ADH3/GSM1/PDC1/RIP1/QCR6/PDX1/KGD2/PNP1/ADE4/PFK27/ACC1/LSC1/GUA1/SOL3/ADE13/PRS5/LAT1/XPT1	78
BP	GO:0000819	sister chromatid segregation	53/1077	157/5321	4.02114236293168e-05	0.00122815229457676	0.0010438469470233	MCD1/SGS1/SMC1/CIK1/CIN8/SGO1/IPL1/CTF4/CDC20/CLB2/SPC72/IOC3/BIR1/DAD2/SPC110/DCC1/MCK1/ASE1/KAR9/KAR3/GAC1/IRR1/MRC1/BFA1/TOP3/MTW1/POL30/CDC23/BUB1/YPI1/ELG1/BRN1/SMC5/RFC4/APC1/RDH54/CEP3/DYN1/TUB2/IOC4/DSN1/DAD3/CDC14/SMC3/BUB2/TOF1/CTF8/CDC28/SHE1/CTF18/DMA2/SDS23/BUD2	53
BP	GO:1901615	organic hydroxy compound metabolic process	47/1077	136/5321	5.65087354438413e-05	0.00166473870243297	0.00141491606521407	ERG2/GUT2/RKI1/ERG6/DAP1/ERG24/YAT2/YAT1/MVD1/BDH1/ERG10/GPD2/YIG1/SRT1/BUD16/NCP1/ADH1/ARO10/NUS1/ALD6/ERG1/SWI3/OPI10/ERG3/CYB5/ADR1/RER2/GUT1/ERG25/ERG13/IDI1/YEH2/ADH6/HMG1/ERG26/ADH2/ARE2/ADH3/PDR16/PDC1/ERG27/GLO4/ERG7/SNO3/MCR1/UPC2/UME6	47
BP	GO:0009126	purine nucleoside monophosphate metabolic process	44/1077	125/5321	5.8945628337077e-05	0.00166473870243297	0.00141491606521407	GCR1/GLK1/QCR8/COX7/SDH4/COX8/ATP4/ATP3/ATP1/ATP18/COX9/SDH1/ATP16/MAS1/SHH3/GPM1/QCR9/COX5A/COX13/IMD3/ADH1/ADE6/ADE1/COX12/COX4/ATP2/NDI1/TIM11/ATP19/ATP20/COX6/ATP14/QCR7/GUK1/COX5B/GSM1/PDC1/RIP1/QCR6/ADE4/PFK27/GUA1/ADE13/XPT1	44
BP	GO:0009167	purine ribonucleoside monophosphate metabolic process	44/1077	125/5321	5.8945628337077e-05	0.00166473870243297	0.00141491606521407	GCR1/GLK1/QCR8/COX7/SDH4/COX8/ATP4/ATP3/ATP1/ATP18/COX9/SDH1/ATP16/MAS1/SHH3/GPM1/QCR9/COX5A/COX13/IMD3/ADH1/ADE6/ADE1/COX12/COX4/ATP2/NDI1/TIM11/ATP19/ATP20/COX6/ATP14/QCR7/GUK1/COX5B/GSM1/PDC1/RIP1/QCR6/ADE4/PFK27/GUA1/ADE13/XPT1	44
BP	GO:0006694	steroid biosynthetic process	20/1077	42/5321	5.91250149587735e-05	0.00166473870243297	0.00141491606521407	ERG2/ERG6/DAP1/ERG24/MVD1/ERG10/NCP1/ERG1/ERG3/CYB5/ERG25/ERG13/IDI1/HMG1/ERG26/PDR16/ERG27/ERG7/MCR1/UPC2	20
BP	GO:1902850	microtubule cytoskeleton organization involved in mitosis	20/1077	42/5321	5.91250149587735e-05	0.00166473870243297	0.00141491606521407	CIK1/CIN8/IPL1/CLB2/MYO2/CLB5/SPC72/BIR1/SPC110/ASE1/KAR3/BAS1/DYN1/CDC14/CNM67/NIP100/PAC11/CLB4/SHE1/DMA2	20
BP	GO:0044283	small molecule biosynthetic process	109/1077	387/5321	6.50859232272689e-05	0.00180438205623905	0.00153360353515265	PCK1/SIP4/ERG2/GCR1/ETR1/GLK1/ISA1/AGX1/RKI1/ERG6/FBP1/GLN1/URA3/CYS3/DAP1/PYC2/ERG24/CIT1/GPM1/ARG8/BDH1/ERG10/ISA2/HIS1/SHM2/SCS7/IMD3/ARO8/RIB7/GDH3/YIG1/RIB5/SRT1/SPE3/BUD16/NCP1/ADH1/ARO10/NUS1/ALD6/FCY1/ERG1/ACP1/SER1/PUT1/SPE1/TDA10/MET2/LEU4/ERG3/MET7/FYV10/RER2/LPD1/ERG25/MDH2/ERG13/FMS1/HOM3/DUT1/MET1/IDP1/MET8/HIS2/ARG4/HMG1/ERG26/ABZ1/GUK1/SER2/ADH2/ARO4/LYS1/PLP1/TRP3/VID24/LYS5/PPT2/ARO9/FAU1/MMF1/ADH3/LEU2/GSM1/PDC1/ERG27/COQ10/ARG1/CPA1/PFK27/ACC1/ERG7/ALD2/CEM1/LYS4/SNO3/COQ4/LYS9/LEU1/MET4/LYS2/GUA1/ILV2/THI13/MCR1/SNF1/UPC2/UME6/BIO2	109
BP	GO:0098813	nuclear chromosome segregation	60/1077	187/5321	6.94932957690192e-05	0.00189737756023898	0.00161264346641025	MCD1/SGS1/SMC1/CIK1/CIN8/SGO1/IPL1/CTF4/CDC20/CLB2/MUS81/SPC72/IOC3/DMC1/BIR1/DAD2/SPC110/DCC1/MCK1/MSH5/ASE1/KAR9/KAR3/GAC1/IRR1/MRC1/BFA1/TOP3/MTW1/POL30/CDC23/BUB1/YPI1/ELG1/CSM2/BRN1/SMC5/RFC4/APC1/RDH54/CEP3/DYN1/TUB2/IOC4/DSN1/DAD3/CDC14/SMC3/ZIP1/BUB2/TOF1/CTF8/CDC28/RAD1/CST9/SHE1/CTF18/DMA2/SDS23/BUD2	60
BP	GO:0098655	cation transmembrane transport	53/1077	160/5321	7.17055558275025e-05	0.00192855838210686	0.00163914507036946	PHO84/MEP2/QCR8/COX7/ZRT2/COX8/ATP4/ATP3/ATP1/ATP18/COX9/ADY2/ATP16/CRC1/FTR1/MEP3/KCH1/QCR9/DUR3/COX5A/MSC2/COX13/FET5/AGP2/COX12/COX4/COX15/ATP2/TIM11/ATP19/CTR1/ATP20/COX6/CAN1/ATP14/HEM25/BPT1/QCR7/CTR2/YMC1/COX5B/TPO1/RIP1/QCR6/TPO3/ENA5/QDR2/GAP1/MRS4/FTH1/AMF1/ALR1/AVT3	53
BP	GO:0006811	ion transport	103/1077	364/5321	8.55200675938496e-05	0.00226628179123702	0.00192618728094507	PHO84/GIT1/MEP2/QCR8/COX7/VBA1/TAT2/ZRT2/COX8/ATP4/ATP3/ATP1/ATP18/COX9/SCO1/ADY2/ATP16/CRC1/FTR1/MEP3/KCH1/UGA4/QCR9/COX19/DUR3/JEN1/SAL1/LEU5/COX5A/MSC2/COX13/FET5/UPS1/AGP2/FRE4/SFC1/COX12/YMD8/COX4/COX15/ATP2/PXA2/MCD4/TIM11/COX17/MMM1/ATP19/CTR1/ATP20/OXA1/GEF1/COX6/CAN1/ATP14/PHM7/ACB1/HEM25/NEO1/BPT1/QCR7/CTP1/PXA1/CTR2/MDM34/DAL5/YMC1/TOM40/NCE102/FAT3/ESBP6/COX5B/YIA6/DIP5/ANT1/BOR1/YHM2/TPO1/PDR16/RIP1/QCR6/SPO75/YFH1/TPO3/ERS1/MCH5/MCH4/ENA5/QDR2/CRZ1/GAP1/LTV1/FET3/MRS4/FLC2/FEX2/FTH1/ATM1/VHT1/AMF1/SUL2/ALR1/AVT3/FSF1	103
BP	GO:0006696	ergosterol biosynthetic process	16/1077	31/5321	9.72076723573043e-05	0.00230907096478842	0.0019625552040231	ERG2/ERG6/DAP1/ERG24/ERG10/NCP1/ERG1/ERG3/ERG25/ERG13/HMG1/ERG26/ERG27/ERG7/MCR1/UPC2	16
BP	GO:0016129	phytosteroid biosynthetic process	16/1077	31/5321	9.72076723573043e-05	0.00230907096478842	0.0019625552040231	ERG2/ERG6/DAP1/ERG24/ERG10/NCP1/ERG1/ERG3/ERG25/ERG13/HMG1/ERG26/ERG27/ERG7/MCR1/UPC2	16
BP	GO:0044108	cellular alcohol biosynthetic process	16/1077	31/5321	9.72076723573043e-05	0.00230907096478842	0.0019625552040231	ERG2/ERG6/DAP1/ERG24/ERG10/NCP1/ERG1/ERG3/ERG25/ERG13/HMG1/ERG26/ERG27/ERG7/MCR1/UPC2	16
BP	GO:0097384	cellular lipid biosynthetic process	16/1077	31/5321	9.72076723573043e-05	0.00230907096478842	0.0019625552040231	ERG2/ERG6/DAP1/ERG24/ERG10/NCP1/ERG1/ERG3/ERG25/ERG13/HMG1/ERG26/ERG27/ERG7/MCR1/UPC2	16
BP	GO:0042773	ATP synthesis coupled electron transport	18/1077	37/5321	9.74926895877287e-05	0.00230907096478842	0.0019625552040231	QCR8/COX7/SDH4/COX8/COX9/SDH1/MAS1/SHH3/QCR9/COX5A/COX13/COX4/NDI1/COX6/QCR7/COX5B/RIP1/QCR6	18
BP	GO:0042775	mitochondrial ATP synthesis coupled electron transport	18/1077	37/5321	9.74926895877287e-05	0.00230907096478842	0.0019625552040231	QCR8/COX7/SDH4/COX8/COX9/SDH1/MAS1/SHH3/QCR9/COX5A/COX13/COX4/NDI1/COX6/QCR7/COX5B/RIP1/QCR6	18
BP	GO:0044107	cellular alcohol metabolic process	18/1077	37/5321	9.74926895877287e-05	0.00230907096478842	0.0019625552040231	ERG2/ERG6/DAP1/ERG24/ERG10/NCP1/ERG1/SWI3/ERG3/ERG25/ERG13/HMG1/ERG26/ARE2/ERG27/ERG7/MCR1/UPC2	18
BP	GO:0008204	ergosterol metabolic process	17/1077	34/5321	9.86672942778626e-05	0.00230907096478842	0.0019625552040231	ERG2/ERG6/DAP1/ERG24/ERG10/NCP1/ERG1/ERG3/ERG25/ERG13/HMG1/ERG26/ARE2/ERG27/ERG7/MCR1/UPC2	17
BP	GO:0016128	phytosteroid metabolic process	17/1077	34/5321	9.86672942778626e-05	0.00230907096478842	0.0019625552040231	ERG2/ERG6/DAP1/ERG24/ERG10/NCP1/ERG1/ERG3/ERG25/ERG13/HMG1/ERG26/ARE2/ERG27/ERG7/MCR1/UPC2	17
BP	GO:0009161	ribonucleoside monophosphate metabolic process	48/1077	143/5321	0.000108251019122139	0.00250087610843711	0.00212557669126467	GCR1/GLK1/QCR8/COX7/SDH4/COX8/ATP4/ATP3/ATP1/ATP18/URA3/COX9/SDH1/ATP16/MAS1/SHH3/GPM1/QCR9/COX5A/COX13/IMD3/ADH1/ADE6/FCY1/ADE1/COX12/TDA10/COX4/ATP2/NDI1/TIM11/ATP19/ATP20/COX6/ATP14/QCR7/GUK1/COX5B/GSM1/PDC1/RIP1/QCR6/ADE4/PFK27/GUA1/ADE13/PRS5/XPT1	48
BP	GO:0007017	microtubule-based process	41/1077	117/5321	0.000117246283460896	0.00264097253495667	0.00224464924257373	CIK1/CIN8/IPL1/MPS2/HCM1/CLB2/MYO2/CLB5/SWE1/SPC72/BIR1/DAD2/MHO1/SPC110/CDC31/NUM1/KIP2/ASE1/KAR9/KAR3/RHO2/BAS1/KAR1/NDC1/NUF2/SPC25/SPC42/DYN1/TUB2/SPC29/DAD3/CDC37/CDC14/CNM67/NIP100/PAC11/CLB4/PAC10/CDC28/SHE1/DMA2	41
BP	GO:0009141	nucleoside triphosphate metabolic process	41/1077	117/5321	0.000117246283460896	0.00264097253495667	0.00224464924257373	GCR1/GLK1/QCR8/COX7/SDH4/COX8/CDC8/ATP4/ATP3/ATP1/ATP18/COX9/SDH1/ATP16/MAS1/SHH3/GPM1/QCR9/RAD53/COX5A/COX13/IMD3/CDC21/ADH1/COX12/COX4/ATP2/NDI1/TIM11/ATP19/ATP20/COX6/ATP14/DUT1/QCR7/COX5B/GSM1/PDC1/RIP1/QCR6/PFK27	41
BP	GO:0006091	generation of precursor metabolites and energy	62/1077	199/5321	0.000137246104755995	0.00305330223173214	0.00259510178583461	GCR1/ETR1/CIT3/ICL1/GLK1/QCR8/COX7/SDH4/COX8/IDP2/GIP2/COX9/MDH3/SDH2/SDH1/MAS1/CIT1/SHH3/GPM1/HAP1/ACS1/QCR9/COX19/COX5A/COX13/JAC1/CSF1/ADH1/MAM33/COX12/MLS1/COX4/NDI1/ATF1/GAC1/COX10/COX6/MDH2/IDP1/QCR7/YPI1/LYS1/FUM1/COX5B/KGD1/YMR31/COX11/ADH3/RGI1/PGM2/GSM1/PDC1/RIP1/COQ10/QCR6/BMH2/KGD2/PFK27/CDC28/LSC1/MDH1/LYS9	62
BP	GO:0000226	microtubule cytoskeleton organization	37/1077	103/5321	0.000139616468752227	0.00306815703282332	0.0026077273688638	CIK1/CIN8/IPL1/MPS2/HCM1/CLB2/MYO2/CLB5/SWE1/SPC72/BIR1/DAD2/SPC110/CDC31/NUM1/KIP2/ASE1/KAR9/KAR3/BAS1/KAR1/NDC1/NUF2/SPC25/SPC42/DYN1/SPC29/DAD3/CDC37/CDC14/CNM67/NIP100/PAC11/CLB4/CDC28/SHE1/DMA2	37
BP	GO:0009144	purine nucleoside triphosphate metabolic process	38/1077	107/5321	0.000150166599922606	0.00326024353084984	0.00277098798842603	GCR1/GLK1/QCR8/COX7/SDH4/COX8/ATP4/ATP3/ATP1/ATP18/COX9/SDH1/ATP16/MAS1/SHH3/GPM1/QCR9/COX5A/COX13/IMD3/ADH1/COX12/COX4/ATP2/NDI1/TIM11/ATP19/ATP20/COX6/ATP14/DUT1/QCR7/COX5B/GSM1/PDC1/RIP1/QCR6/PFK27	38
BP	GO:0007052	mitotic spindle organization	15/1077	29/5321	0.000155968860016951	0.00334590340179221	0.00284379312436922	CIK1/CIN8/IPL1/CLB2/CLB5/SPC72/BIR1/SPC110/ASE1/KAR3/BAS1/CDC14/CNM67/CLB4/SHE1	15
BP	GO:0045786	negative regulation of cell cycle	44/1077	131/5321	0.000204293587454789	0.00429281083366832	0.00364860083123279	SGS1/SGO1/DBF4/IPL1/GIN4/RAD53/HSL1/CDC20/MUS81/SWE1/SLD2/SPC72/BIR1/PSY4/KEL1/KAR9/SET3/GAC1/MRC1/BFA1/DPB11/RME1/BUB1/YPI1/CMR1/CEP3/SET2/PDR16/CDC14/BMH2/MDS3/ZIP1/BUB2/TOF1/FUS3/RAD24/PCH2/CDC28/FAR1/CDC7/HOS4/DMA2/BUD2/PIN4	44
BP	GO:0046034	ATP metabolic process	36/1077	101/5321	0.000204873325025236	0.00429281083366832	0.00364860083123279	GCR1/GLK1/QCR8/COX7/SDH4/COX8/ATP4/ATP3/ATP1/ATP18/COX9/SDH1/ATP16/MAS1/SHH3/GPM1/QCR9/COX5A/COX13/ADH1/COX12/COX4/ATP2/NDI1/TIM11/ATP19/ATP20/COX6/ATP14/QCR7/COX5B/GSM1/PDC1/RIP1/QCR6/PFK27	36
BP	GO:0009205	purine ribonucleoside triphosphate metabolic process	37/1077	105/5321	0.000219244932656389	0.00454114216835418	0.00385966578360613	GCR1/GLK1/QCR8/COX7/SDH4/COX8/ATP4/ATP3/ATP1/ATP18/COX9/SDH1/ATP16/MAS1/SHH3/GPM1/QCR9/COX5A/COX13/IMD3/ADH1/COX12/COX4/ATP2/NDI1/TIM11/ATP19/ATP20/COX6/ATP14/QCR7/COX5B/GSM1/PDC1/RIP1/QCR6/PFK27	37
BP	GO:0061077	chaperone-mediated protein folding	10/1077	16/5321	0.000268091740948253	0.00548978769532673	0.00466595075454197	HSP60/HSP10/TCP1/CCT2/CCT8/CCT3/TCM62/CCT6/CCT7/GET3	10
BP	GO:0072329	monocarboxylic acid catabolic process	20/1077	46/5321	0.00028104099907951	0.00569029079035143	0.00483636491615242	ICL2/PDH1/CIT3/MDH3/EHD3/ERG10/FOX2/ECI1/XBP1/POT1/UGA2/SWI4/POX1/AIM45/TES1/ADR1/ASP1/ANT1/SWI6/SPS19	20
BP	GO:0006626	protein targeting to mitochondrion	25/1077	63/5321	0.000293031720904085	0.00570791771435395	0.00485134661743385	HSP60/MAS1/HSP10/TIM8/MGR2/AFG3/TIM13/TOM6/TOM7/YTA12/TIM9/MMM1/MAS2/TOM22/OM14/SSC1/OXA1/HOT13/TOM5/TOM40/MIA40/PAM16/TIM50/TIM17/PAM18	25
